Category,StudentID,StudentFirstName,StudentMiddleName,StudentLastName,BIRTHDATE,SchoolName
Add,945439103,Frank,Nicole,Welch,12/11/2002,abc
Add,531112019,Joan,Julie,Mason,07/05/2001,abc
Drop,595338227,Stephanie,Thomas,Day,11/05/1999,abc
Drop,941356271,Wanda,Elizabeth,Harris,06/05/1999,abc
Add,804512809,Barbara,Kelly,Stone,08/24/2001,def
Add,118437472,Susan,Pamela,Jones,05/03/2000,def
Add,668889869,Ryan,Johnny,Daniels,11/04/2001,def
Add,537449266,Keith,Gerald,Bowman,04/20/2002,abc
Drop,371910109,Sarah,Donald,Lawrence,10/06/2000,def
Drop,106413699,Heather,Joshua,Parker,06/15/1999,def
Drop,655121214,Teresa,Randy,Payne,09/03/2000,abc
Drop,527329176,Phyllis,Jason,Hanson,06/05/2001,def
Add,389302841,Katherine,Kathleen,Sanchez,04/05/2002,def
Add,413654162,Cynthia,Jack,Murray,10/01/1999,def
Add,532501313,Sara,Melissa,Garza,10/14/2000,abc
Add,470385592,Sarah,Tina,Medina,05/09/2001,abc
Add,332422750,Sandra,Bonnie,Harvey,12/12/2002,def
Drop,496144110,Emily,Evelyn,Lynch,06/16/1999,def
Drop,628175438,Teresa,Jean,Bryant,09/26/1999,abc
Add,904944424,Beverly,Samuel,Stewart,02/09/2000,abc
Drop,106098827,Barbara,Lillian,Perkins,09/21/2000,abc
Add,968333500,Joshua,Catherine,Rogers,02/14/1999,def
Drop,167315678,Ruby,Craig,Fisher,10/16/2001,abc
Drop,612680321,Michelle,Nancy,Brown,08/26/2001,abc
Add,599022934,Wayne,Janice,Dunn,02/07/2002,def
Add,083249292,Stephanie,Kimberly,Oliver,07/20/2002,abc
Drop,054723677,Russell,Jean,Torres,11/29/2000,abc
Add,971373578,Jerry,Robin,Jacobs,05/07/2001,abc
Drop,281367466,Alan,Eugene,George,11/25/2002,def
Drop,623272377,Daniel,Judith,Bennett,04/13/1999,def
Add,921497453,Mark,Catherine,White,12/31/2000,def
Drop,755883767,Jennifer,Thomas,Jacobs,08/10/2002,abc
Drop,064997675,Deborah,James,Medina,02/06/1999,abc
Drop,319379078,Robin,Carlos,Murray,08/28/2000,def
Drop,119466828,Joan,Sharon,Medina,07/23/2001,abc
Add,526347896,Louis,Theresa,Ross,02/08/2000,abc
Add,041927999,Denise,Christina,Wright,11/03/2001,def
Add,521007005,Mildred,George,Gonzales,06/30/1999,abc
Drop,546771558,Anthony,Eric,Shaw,02/19/2002,abc
Add,628475856,Jack,Barbara,Stephens,03/18/2002,abc
Drop,148908105,Doris,Pamela,Smith,01/11/2000,abc
Add,737922375,Arthur,Paula,Robinson,12/06/2002,abc
Add,182014354,Patrick,Joe,Snyder,07/13/2001,def
Add,884065241,Virginia,Edward,Stephens,01/07/2002,def
Add,028674619,Sharon,Joseph,Matthews,12/20/2000,def
Add,220474037,Keith,Phillip,Phillips,08/22/2002,abc
Add,951466148,Barbara,Frances,White,10/31/2001,def
Add,932740959,Shawn,Patricia,Fisher,10/23/2002,abc
Drop,424696647,Rebecca,Billy,Sims,08/21/2001,abc
Drop,558952210,Randy,Ronald,James,03/14/2002,abc
Drop,660413593,Julia,Henry,Snyder,03/26/2000,def
Add,300709609,Jack,Amy,Holmes,08/27/1999,abc
Drop,576716688,Terry,David,Hart,06/08/2001,def
Add,116538541,Carol,Alice,Hernandez,10/13/2000,abc
Drop,735128490,Anna,Evelyn,Ortiz,10/19/2001,def
Add,474637676,Brandon,Benjamin,Matthews,08/27/1999,abc
Add,352195143,Maria,Johnny,Duncan,09/20/2000,abc
Add,309128962,Phillip,Terry,Young,02/07/2000,def
Drop,451661331,Katherine,Helen,Baker,11/01/2002,abc
Drop,971907555,Lillian,Frances,Wagner,12/03/1999,def
Add,876501857,Ronald,Donald,Lawrence,09/02/2002,abc
Drop,779757208,Ralph,Annie,Tucker,04/18/2002,def
Drop,370600941,Annie,Rose,Coleman,10/05/2000,abc
Drop,431401046,Kathryn,Kevin,Rice,02/10/2000,def
Drop,646970296,Clarence,Keith,Stevens,10/28/2001,abc
Add,468935165,Keith,Carl,Webb,03/14/1999,abc
Add,552067290,Sandra,James,Meyer,08/14/2002,def
Add,571120658,Raymond,Emily,Andrews,09/27/2000,abc
Add,171672277,Sean,Julia,Carter,03/12/2000,abc
Drop,826100114,Johnny,Eugene,Greene,11/02/2000,abc
Drop,604188649,Irene,Brian,Cruz,01/06/2001,def
Add,256384848,Rachel,Bruce,Bowman,10/30/2001,def
Drop,520663062,Carolyn,Scott,Flores,03/19/2002,abc
Add,028174546,Kimberly,Dennis,Cooper,05/03/2000,def
Drop,052247637,Charles,Edward,Spencer,05/01/2001,abc
Add,753114213,Clarence,Denise,Castillo,11/30/2000,def
Drop,418770946,Elizabeth,Roger,Torres,05/16/2001,def
Drop,170786966,Nancy,Ashley,Price,04/14/2001,def
Drop,326970419,William,Pamela,Morales,02/20/2002,abc
Add,927133865,Julie,Alan,Stone,06/27/2001,abc
Drop,746977403,Howard,Benjamin,Robinson,08/16/2002,def
Add,580206484,Kathy,Pamela,Shaw,10/15/2000,abc
Drop,754179639,Sarah,Diane,Parker,12/09/1999,abc
Drop,828765288,Ruby,Keith,Rice,12/10/1999,abc
Drop,331506951,Alice,Christine,Lawrence,01/31/2002,def
Drop,287244100,Tammy,Janet,Washington,09/22/2000,abc
Drop,971631111,Scott,Antonio,Kelley,01/31/2000,abc
Add,482669333,Andrea,Daniel,Hunter,03/09/2001,def
Add,735986676,Edward,Phillip,Jones,01/22/2001,def
Add,508030189,Ruth,Justin,Robinson,01/05/2002,abc
Drop,014413624,Sandra,Diane,Morrison,03/11/2000,abc
Drop,268847633,David,Jerry,Ryan,09/15/2001,abc
Add,372782449,Russell,Michelle,Bell,02/05/1999,abc
Drop,798436921,Christine,Lois,Warren,09/27/1999,abc
Drop,544932667,Karen,Lois,Morgan,12/27/2001,abc
Add,557128682,Brian,George,Burton,05/01/2002,def
Add,373075767,Harry,Dorothy,Parker,04/08/2000,def
Drop,422545758,Heather,Amy,Stephens,10/28/2000,def
Add,671685513,Patrick,Sara,James,07/29/2000,def
Drop,051980321,Lawrence,Fred,Rivera,04/29/2001,def
Add,551310810,Albert,Andrew,Fields,01/22/1999,def
Drop,612397674,Jesse,Patrick,Wells,05/14/2000,def
Add,127663962,Mary,Linda,Harper,07/24/2001,def
Add,687335848,Lawrence,Richard,Pierce,11/27/2002,abc
Add,461513234,Albert,Jack,Hall,02/08/2001,abc
Drop,025588352,Brandon,Betty,Tucker,09/28/2002,abc
Add,820290416,Joyce,Patrick,Hudson,04/02/2001,abc
Add,240414898,Robert,Steven,Bennett,08/14/2002,abc
Drop,198751921,Bonnie,Jason,Williamson,03/18/2002,abc
Drop,826982430,Brenda,Steven,Knight,11/17/2000,abc
Drop,062903052,Harold,Alan,Powell,04/17/2001,def
Drop,838673468,Russell,Ashley,Reyes,12/01/2000,abc
Drop,232495580,Ronald,Lori,Arnold,10/27/2001,abc
Add,391159232,Mark,Kelly,Watkins,05/21/1999,abc
Drop,288450269,Robin,Ruby,Perez,10/14/2001,abc
Drop,463614466,Robin,Alan,Rodriguez,05/24/2000,def
Add,256074943,Pamela,Kelly,Long,12/05/2001,abc
Drop,121345244,Heather,Mary,Lynch,09/27/2002,abc
Drop,164358524,Albert,Pamela,Bryant,06/18/2002,abc
Add,022676265,Judith,Lori,Berry,11/14/2002,def
Drop,111731462,Harold,Robert,Boyd,07/07/2002,def
Drop,827578695,Louis,Craig,Anderson,06/27/1999,abc
Add,352017009,Andrew,Maria,Allen,09/21/1999,abc
Add,442081024,Sarah,Pamela,Lopez,12/12/2002,abc
Add,618412048,Brenda,Heather,Mills,05/02/1999,def
Add,324837629,Victor,Jennifer,Weaver,08/07/2001,def
Add,162000051,Joyce,Anthony,Wheeler,01/27/2000,def
Drop,241775831,Shawn,Harry,Perry,10/16/2001,def
Add,575629927,Melissa,Jeremy,Butler,02/02/2002,def
Add,906248429,Daniel,Teresa,Price,12/25/2000,abc
Add,485619235,Kenneth,Anthony,Rivera,12/16/2002,def
Add,499338885,Ryan,Kimberly,Matthews,06/15/2001,abc
Drop,732774751,Laura,Russell,Scott,12/18/1999,abc
Add,724767416,Debra,Jack,Brooks,08/25/2000,def
Add,944424215,Matthew,Carlos,Gonzalez,06/05/2000,abc
Drop,590801539,Michelle,Larry,Armstrong,05/02/1999,def
Add,123202848,Helen,Tina,Mendoza,10/28/1999,abc
Drop,672050529,Judith,Amy,Chavez,04/26/2000,def
Drop,186947531,Kevin,Samuel,Oliver,10/04/2001,def
Drop,300618088,Clarence,Elizabeth,Nichols,10/04/2001,def
Drop,836251220,Alice,Diana,Stone,12/26/2001,def
Drop,762867351,Margaret,Sara,Peterson,06/15/2000,abc
Add,607157960,Harry,Joshua,Tucker,09/01/2000,abc
Drop,639605038,Mark,Judy,Wilson,08/10/1999,abc
Add,558152516,Kathy,Jeremy,Wheeler,11/07/2000,abc
Add,212010081,Nicole,Raymond,Brown,05/04/2002,abc
Add,753296524,Frances,Henry,Nichols,01/21/2001,def
Drop,703147905,Richard,Willie,Fernandez,02/07/2001,abc
Drop,259792846,Paula,Andrea,Castillo,06/24/2002,def
Add,658839301,Raymond,Marilyn,Harris,03/11/2002,abc
Add,834464158,Philip,Lois,Lawrence,03/16/1999,def
Drop,973688090,Philip,Shirley,Long,04/12/1999,abc
Add,256529174,Justin,Kathryn,Griffin,04/16/2000,def
Add,534282253,Theresa,Diana,Dean,07/13/1999,def
Add,426655262,Thomas,Steven,Lynch,09/25/2000,def
Add,258290763,Bonnie,Jose,Thomas,10/28/2001,abc
Drop,421034843,Ryan,Billy,Chavez,06/11/1999,abc
Add,232855234,Paul,Nicholas,Baker,09/11/1999,abc
Drop,219517488,Kenneth,Kathryn,Bowman,01/18/2001,def
Drop,710910516,Nancy,Barbara,Jenkins,07/06/1999,abc
Add,881593784,Barbara,Terry,Jackson,09/17/1999,def
Add,434499942,Rachel,Gerald,Myers,04/27/2000,def
Add,252365808,Julia,Deborah,Foster,01/22/2001,def
Add,807951401,Elizabeth,Richard,Frazier,05/21/2002,def
Add,933874653,Paula,Deborah,Perkins,05/14/2001,def
Add,517595163,Lawrence,Diane,Wood,10/17/2000,abc
Add,823118129,Roger,Donna,Fuller,10/04/2001,abc
Drop,614950595,Patricia,Ashley,Hayes,10/17/2001,abc
Add,158100762,Teresa,Cynthia,Knight,01/23/2000,def
Add,694527839,Andrew,Ann,Tucker,11/05/2002,def
Add,870516706,Elizabeth,Debra,Taylor,05/27/2002,abc
Drop,541937469,Diane,Sharon,Cruz,02/08/2002,def
Drop,214415268,Betty,Jimmy,King,09/15/2001,abc
Drop,891323828,Julie,Emily,Sims,01/03/2001,def
Add,761489821,Russell,Samuel,Rose,06/19/2001,def
Add,856596744,Clarence,Ruby,Rose,10/20/2002,abc
Drop,331827198,Debra,Tina,Cunningham,07/08/2000,def
Drop,442619773,Albert,Mark,Montgomery,10/05/1999,abc
Add,310375989,Brandon,Norma,Porter,09/07/1999,def
Add,215682653,Frank,Peter,Sims,03/11/2002,def
Add,636508490,Justin,Heather,Cox,11/06/2002,def
Add,991911425,George,Diana,Hudson,01/11/1999,def
Add,042107081,Margaret,Amanda,Ward,10/04/2002,abc
Drop,194308970,Amanda,Stephen,Diaz,02/14/2001,def
Add,056750520,Andrew,Nicole,Armstrong,01/06/2000,def
Drop,282619189,Irene,Alice,Hansen,07/25/2000,abc
Add,490290501,Carol,Timothy,Palmer,06/20/2002,abc
Drop,932483522,Martha,Earl,Lynch,11/16/2000,def
Add,847785793,Timothy,Terry,James,07/03/2001,def
Drop,780059712,Lisa,Ralph,Kelly,02/18/1999,abc
Add,484686585,Louis,Kenneth,Carter,02/18/1999,def
Drop,775988214,Gary,Henry,Warren,01/21/1999,def
Add,862552441,Chris,Lois,Parker,06/26/2001,def
Add,749868640,Harold,Clarence,Wilson,07/01/2000,def
Add,502974781,Alan,Tina,Richardson,02/02/2002,abc
Drop,868242755,Jean,Ronald,Washington,05/16/2001,def
Drop,289864077,Harold,Lawrence,Sanders,03/27/1999,def
Drop,543927443,Phyllis,Ralph,Mcdonald,12/17/1999,def
Add,143707001,Gary,Samuel,Graham,12/22/1999,def
Add,731012812,Rose,Tina,Peterson,04/21/2002,abc
Add,219240891,Andrew,Martha,Hughes,08/31/2002,abc
Drop,200410944,Antonio,Matthew,Perez,04/28/2000,abc
Drop,272280962,Fred,Jerry,Bennett,03/16/2002,def
Drop,826919001,Kimberly,Roger,Berry,02/25/2000,abc
Drop,890268833,Harold,Jason,Mills,08/24/2001,def
Add,996755497,Kathleen,Keith,Reid,02/20/1999,abc
Drop,889680481,Janice,Chris,Bailey,07/29/2002,abc
Add,420387984,Sean,Alice,Rodriguez,09/17/2002,def
Drop,244131659,Wayne,Antonio,Walker,01/11/2001,def
Drop,596367560,Tammy,Terry,Larson,03/18/1999,abc
Drop,957661065,Jean,Kevin,Bennett,11/27/2002,def
Drop,579654415,Richard,Andrea,Mitchell,10/28/1999,def
Drop,031632853,Jonathan,Melissa,Sims,11/09/2000,abc
Add,572668411,Gerald,Matthew,Hernandez,10/21/2001,abc
Add,524976739,Earl,Diana,Hamilton,09/09/1999,abc
Drop,004033368,Heather,Lisa,Schmidt,09/10/2001,abc
Drop,112034289,Lori,Wayne,Collins,08/21/1999,def
Drop,053815084,Jeremy,Cheryl,Bishop,03/04/2000,def
Add,771795208,Phillip,Emily,Nichols,08/09/1999,def
Add,191096933,Rachel,Lois,Martin,08/05/1999,def
Add,036124114,Donald,Amy,Hanson,02/22/1999,def
Drop,435635031,Sean,Judith,Pierce,05/08/2001,def
Add,482645190,Ronald,Thomas,Shaw,09/20/2002,abc
Add,962892430,Jesse,Juan,Burton,10/21/2002,abc
Drop,297142652,Peter,Johnny,Bishop,07/15/2001,abc
Drop,986370798,Shirley,Anthony,Banks,12/18/1999,def
Add,929175799,Henry,Anthony,Patterson,05/29/2002,abc
Add,344321767,Daniel,Ralph,Edwards,02/14/1999,abc
Drop,042951174,Angela,Clarence,Bradley,05/24/2002,abc
Drop,677617564,Nancy,Alice,Turner,03/04/1999,def
Add,201385096,Lois,Henry,Lewis,11/17/1999,def
Add,037540128,Karen,Rebecca,Chavez,04/25/2000,abc
Add,864733546,Virginia,Joshua,Payne,07/17/2002,def
Drop,785220917,Michelle,Joshua,Burke,09/21/2000,abc
Add,054862731,Andrea,Sarah,Payne,09/12/2000,def
Add,306517476,Michael,Louise,Bennett,08/02/2000,abc
Drop,682155589,Aaron,Elizabeth,Anderson,09/13/2000,def
Add,974874068,Johnny,Paula,Palmer,04/23/2001,abc
Add,923889018,Lisa,Rose,Carpenter,01/07/2001,def
Drop,569035182,Jack,Betty,Gray,06/23/2002,abc
Add,541120680,Samuel,Annie,Walker,10/28/1999,abc
Drop,954462853,Steven,Kathy,Stevens,09/10/1999,abc
Add,982397881,Denise,Margaret,Gordon,08/23/1999,abc
Add,634686462,Adam,Ruth,West,07/22/1999,abc
Drop,479982546,Ashley,Margaret,Riley,03/12/2000,abc
Drop,038040226,Mark,Joe,Lynch,07/12/2000,abc
Add,001352183,Scott,Donna,Cole,08/15/2000,abc
Drop,569975492,Janice,Diane,Armstrong,06/02/2001,abc
Add,990773472,Ernest,Anne,Dean,05/28/1999,def
Add,614968284,George,Sharon,Lane,06/06/2000,abc
Add,034813808,Pamela,Louise,Dunn,03/30/2000,abc
Drop,122511449,Lori,Christine,Spencer,11/28/2001,def
Add,948455000,Joyce,Laura,Knight,10/14/2002,abc
Drop,664000983,Anthony,Jane,Rogers,03/06/2001,def
Drop,783592792,Marilyn,Terry,Burke,03/07/1999,abc
Add,275122502,Gloria,Lois,Warren,03/23/1999,abc
Drop,478764661,Doris,Joseph,Reyes,12/14/2001,def
Drop,035625459,Debra,Eugene,Andrews,05/03/1999,abc
Drop,547227330,James,William,Grant,05/04/2001,abc
Drop,982542765,Kimberly,Julie,Hall,05/13/2002,abc
Drop,467806017,Jessica,Tammy,Hernandez,03/23/2001,abc
Drop,701469475,James,Chris,Clark,07/25/1999,def
Drop,330285206,Clarence,Angela,Mendoza,01/25/2001,abc
Add,587219191,Fred,Steven,Freeman,05/12/2002,def
Add,938611475,Mary,Carolyn,Elliott,11/26/2000,def
Add,827690541,Willie,Joan,Allen,04/18/2001,def
Add,769474726,Andrea,Philip,Mccoy,09/02/1999,abc
Drop,023060919,Phyllis,George,Hart,01/29/2000,def
Drop,829342603,Heather,Carolyn,Howard,11/11/2002,abc
Drop,340249027,Gerald,Judy,Garrett,02/19/1999,abc
Drop,133107938,Sharon,Andrew,Morales,01/03/2002,def
Drop,903098765,Randy,Clarence,Peterson,06/07/1999,abc
Drop,431747225,Joshua,Marilyn,Garcia,01/21/2002,abc
Add,744264737,Judy,Dennis,Mills,02/17/2002,def
Drop,111191624,Juan,Jean,Ward,07/23/2001,def
Drop,816745220,Rachel,Ernest,Harper,06/23/2000,def
Add,131547327,Matthew,Jack,Sullivan,02/09/2001,def
Add,065600657,Phyllis,Julia,Hamilton,04/11/1999,abc
Add,080834203,Keith,Earl,Wheeler,03/13/2001,def
Drop,295859428,Norma,Steve,Jackson,11/16/2000,abc
Add,411886128,Eric,Paul,Stephens,10/25/2000,def
Add,386543557,Diane,Joshua,Bishop,09/18/1999,def
Drop,412835410,Kevin,Patrick,Watkins,08/14/2001,def
Add,915795501,Angela,Alan,Fisher,03/15/2000,abc
Drop,025436534,Wayne,Howard,Palmer,11/16/2002,abc
Add,230490818,Larry,Jennifer,Perry,12/08/2000,abc
Drop,482043083,Arthur,Irene,Baker,09/20/2002,def
Add,513904422,Jerry,Carolyn,Moore,08/23/2002,abc
Add,232321655,Mildred,Janet,Nelson,12/09/2001,def
Drop,487651257,Paula,Jeremy,Montgomery,03/21/2001,abc
Add,202062956,Jonathan,Anthony,Mendoza,09/12/2001,abc
Drop,364813526,Irene,Adam,Miller,04/30/2000,abc
Add,743133458,Alice,Douglas,Palmer,05/03/2000,def
Drop,258212003,Edward,Doris,Morgan,09/13/2002,def
Drop,844586002,Jonathan,Bruce,Griffin,10/15/1999,abc
Add,589373266,Robert,Mark,Phillips,04/07/2000,def
Add,334881880,Ruby,Martha,Kelley,08/12/2001,abc
Add,879387284,Stephen,Teresa,Wells,02/16/2002,def
Add,792952091,Aaron,Antonio,Powell,09/26/2000,def
Add,793980208,Aaron,Christopher,Hughes,02/15/1999,def
Add,915856619,Judith,Donald,Robertson,01/30/2000,abc
Drop,855138110,Stephen,Paul,Burke,09/07/1999,abc
Drop,204276465,Chris,Pamela,Little,12/20/2001,def
Add,744572126,Jonathan,Rachel,Sanders,08/12/2001,abc
Drop,173710588,Gary,Philip,Gutierrez,09/26/2001,abc
Add,620150187,Margaret,Jeremy,Clark,11/24/1999,abc
Drop,273525785,Julie,Carolyn,Rodriguez,12/18/2000,abc
Drop,040752543,Sean,Larry,Stevens,12/06/2000,abc
Drop,149338938,Chris,Robert,Duncan,10/10/2001,def
Add,400377929,Terry,George,Vasquez,03/20/2001,abc
Drop,723646127,Aaron,Terry,Kelley,04/12/1999,def
Add,045732984,Philip,Lillian,Garrett,04/26/2002,abc
Add,275083154,Nicole,Louis,Wright,04/07/1999,abc
Add,109135375,Jane,Bobby,Peterson,10/08/1999,abc
Add,553741325,George,Kimberly,Stephens,08/04/1999,abc
Add,299446083,Nicole,Philip,Hunter,02/16/1999,def
Drop,712190109,Terry,Gloria,Andrews,08/14/2001,abc
Drop,858180945,Brian,Antonio,Duncan,03/25/1999,def
Add,207574572,George,Carl,Flores,08/24/1999,def
Add,335474619,Wanda,Todd,Day,06/29/2002,abc
Add,942794235,Susan,Paula,Lawrence,04/16/2000,def
Add,963336999,Paula,Kathleen,Henry,09/09/1999,abc
Add,531408589,Elizabeth,Linda,Long,02/03/2001,abc
Add,055146827,Kathy,Louis,Robertson,01/31/2002,def
Add,387931049,Angela,Marie,Martin,12/18/2002,def
Add,850237877,Kathy,Emily,Day,11/03/1999,abc
Add,215254994,Annie,Brandon,Williamson,11/18/2001,abc
Add,625962087,Russell,Theresa,Romero,01/18/2002,def
Add,550183996,Kathryn,Gloria,Franklin,06/17/2002,def
Add,882924230,Kathy,Marilyn,Gonzalez,04/21/1999,def
Drop,541804998,David,Henry,Green,02/24/2000,def
Drop,520713306,Nancy,Kelly,Wilson,07/28/1999,abc
Add,715241947,Lori,Lori,Barnes,02/17/2002,def
Drop,955369158,Theresa,Andrea,Thomas,09/20/1999,abc
Drop,908273092,Craig,Diana,Little,09/25/2002,abc
Add,580727197,Juan,Robin,Gray,06/13/2000,abc
Drop,662108346,Timothy,Patrick,Torres,05/06/2002,def
Drop,182745412,Margaret,Julie,Anderson,10/13/1999,abc
Drop,196004328,Victor,Lillian,Murray,06/10/2002,def
Add,806158770,Fred,Kevin,Day,01/07/2002,abc
Drop,230284157,Anne,Louis,Morgan,09/09/2002,def
Add,438690805,Brenda,Lisa,Burton,08/25/1999,def
Add,275679456,Michelle,Jacqueline,Murray,09/09/2002,abc
Add,119847698,Gerald,Ernest,Simmons,02/19/2001,def
Drop,089041454,Diana,Edward,Gibson,06/30/1999,def
Drop,017270638,Marilyn,Elizabeth,Smith,04/16/2002,def
Add,165072070,Rachel,Christine,Harper,06/22/2002,def
Drop,435169144,Richard,Beverly,Walker,03/28/2000,def
Drop,629615006,Pamela,Steve,Fields,11/21/2000,abc
Add,822669702,Michelle,Diane,Sanders,02/25/1999,abc
Add,833414374,Heather,Larry,Harrison,09/28/1999,def
Add,109664388,Jason,Jason,Williamson,08/01/2002,abc
Add,159872897,Wanda,Donna,Reid,06/02/2001,abc
Drop,618347432,Cheryl,Lillian,Ryan,07/29/2000,def
Drop,412010990,Evelyn,Melissa,Warren,07/21/2001,abc
Drop,185306746,Benjamin,Debra,Morrison,05/31/2002,abc
Add,439197111,Cheryl,Virginia,Fowler,06/03/2001,def
Add,657942670,Louise,Kathy,Martinez,10/06/2002,abc
Add,494705527,Anne,Fred,Peterson,08/17/2000,def
Add,132286981,Linda,Maria,Hamilton,07/14/2002,def
Drop,572812728,Keith,Shawn,Lewis,02/27/2001,def
Drop,281418545,William,Andrew,Gray,07/29/1999,abc
Add,039913081,Robert,Gloria,Knight,05/13/1999,abc
Add,699086162,Lisa,Ernest,West,02/11/2002,def
Add,651938283,Craig,Bobby,Hawkins,02/28/2000,abc
Add,110084328,Sandra,Maria,Gilbert,03/04/2002,def
Drop,223393367,Stephanie,Nancy,Brooks,07/26/2002,def
Add,265171591,Ernest,Roger,Carroll,11/26/1999,abc
Add,211265448,Nancy,Larry,Powell,08/29/2002,def
Drop,496560212,Sarah,Rachel,Jenkins,07/24/2002,abc
Add,428840085,Terry,Cynthia,Ruiz,11/22/1999,abc
Drop,222137316,Annie,Julia,Bishop,01/26/2000,def
Add,879810682,Craig,Angela,Alexander,07/24/2002,abc
Add,438870747,Stephanie,Gregory,Hudson,01/15/2002,def
Add,596223378,Louise,Gloria,Jackson,06/01/2002,def
Add,481546593,Susan,Henry,Cook,04/21/2001,abc
Add,937577183,Sharon,Philip,Stone,11/10/2001,abc
Add,463680034,Marilyn,Patrick,Johnson,04/13/2000,def
Drop,097623352,Kathleen,Eric,Butler,12/28/1999,def
Add,786011093,Amy,Timothy,Bryant,09/09/2000,def
Drop,265543234,Brian,Marie,Little,11/12/2001,abc
Add,408388137,Nancy,Dorothy,Lawrence,02/26/2000,abc
Drop,103434779,Teresa,Philip,Adams,12/04/1999,def
Drop,905892353,Diane,Sarah,Knight,02/27/2002,def
Drop,008664472,Irene,Lori,Graham,07/16/2002,def
Drop,417966148,Willie,Deborah,Collins,12/01/2000,def
Add,187040753,Debra,Benjamin,Day,04/28/1999,def
Drop,145752204,Mildred,Aaron,White,01/11/1999,def
Add,946136379,Kelly,Amanda,Rivera,01/21/2002,abc
Add,284940154,Betty,Frances,Mason,06/22/1999,abc
Drop,982423363,Richard,Annie,Jones,09/13/2002,def
Add,764354718,Karen,Jose,Torres,08/16/2001,abc
Add,292617043,Phillip,Andrea,Garrett,08/29/1999,def
Add,304429894,Louise,Russell,Banks,05/20/1999,abc
Drop,534591744,Billy,Shirley,Lane,05/28/2000,abc
Add,819708711,Virginia,Kimberly,Porter,09/09/2002,def
Add,885382944,Anthony,Anthony,Crawford,02/23/2002,def
Add,045429263,Alan,Kelly,Cole,04/18/1999,abc
Drop,438813812,Shirley,Jerry,Fernandez,03/29/2002,def
Add,723717349,Jesse,Elizabeth,Nguyen,05/17/1999,abc
Drop,996032454,Carlos,Chris,Bell,07/26/1999,def
Drop,352638758,Sean,David,Stewart,04/27/1999,def
Add,815158691,Evelyn,Howard,Gonzalez,05/08/2002,abc
Drop,112259255,Dennis,Stephanie,Chapman,11/16/2002,def
Drop,957083523,Patricia,Wanda,Torres,08/13/2002,abc
Drop,306592259,Michelle,Adam,Johnson,09/27/2002,abc
Add,174958765,Kenneth,Annie,Dunn,12/03/2001,abc
Add,315244495,Lori,Terry,Roberts,10/07/2000,abc
Add,024333335,Patrick,Sandra,Castillo,10/16/2002,abc
Add,551430869,Julia,Kathleen,Hudson,01/10/1999,def
Drop,325619760,Jacqueline,Charles,Sullivan,08/18/1999,abc
Add,500999465,Gary,Stephen,Coleman,07/18/2001,def
Add,353471306,Peter,Virginia,Rodriguez,09/25/2001,def
Add,366236141,Tina,Catherine,Robertson,07/13/2002,abc
Add,646910780,Frances,Melissa,Lawson,10/29/1999,abc
Add,796286843,Maria,Diane,Ruiz,09/08/2002,def
Drop,955723403,Lawrence,Joe,Young,04/25/1999,def
Add,282338506,Jessica,Laura,Bishop,06/26/2000,def
Drop,808409827,Jason,Debra,Mason,11/09/2000,def
Drop,818373673,Virginia,Mildred,Welch,11/27/2001,abc
Drop,671721501,Tina,Stephanie,Robinson,05/29/2002,abc
Drop,513969146,Cynthia,Lisa,Spencer,02/01/2001,abc
Drop,592962921,Janice,Andrew,Wells,03/12/2002,abc
Add,544213324,Kathryn,Thomas,Larson,11/04/2002,def
Add,252454147,Dennis,Betty,Lawrence,11/20/2000,def
Drop,389366785,Julia,Helen,Scott,01/10/2001,abc
Drop,377197996,Carl,Sara,Snyder,12/06/1999,def
Drop,547721662,Fred,Karen,Stevens,12/01/2000,def
Add,288914081,Dorothy,Kevin,Lee,06/30/1999,abc
Drop,089499987,Scott,Clarence,Medina,07/16/2001,abc
Add,258609771,Louis,Judy,Young,07/04/1999,abc
Add,652279266,Frances,Douglas,Gilbert,11/08/1999,abc
Add,535886953,Joe,Eugene,Matthews,05/30/2000,abc
Add,646034500,Wayne,Ashley,Franklin,06/09/2001,def
Add,838630384,Paula,Michelle,Romero,10/08/2000,def
Add,199567986,Elizabeth,Adam,Richardson,07/02/2001,abc
Drop,835979138,Clarence,Frances,Howell,03/02/2000,abc
Add,473992075,Martha,Ann,Adams,09/28/2002,def
Drop,350484952,Joseph,Pamela,Ford,04/20/2000,abc
Add,210285172,Janice,Doris,Wells,08/14/2002,def
Add,171424348,Brandon,Joe,Martinez,09/07/2001,def
Drop,526175203,Todd,Rebecca,Bradley,03/22/2000,def
Add,811817765,Russell,Wayne,Wilson,06/04/1999,def
Add,187051433,Robert,Sean,Stewart,09/22/2001,def
Drop,290812032,Catherine,Sharon,Cruz,06/07/2001,abc
Add,263730340,Howard,Helen,Alexander,04/22/2001,def
Drop,029967852,Paula,Jean,Peterson,10/24/2002,def
Drop,669789445,Wanda,Emily,Harris,03/30/1999,abc
Add,836378538,Rose,Justin,Bradley,11/18/2001,def
Drop,383500714,Julia,Roy,Morales,03/09/2001,def
Drop,045251352,Eric,Larry,Hernandez,06/12/2002,abc
Drop,373963825,Dennis,Ronald,Thompson,10/31/2002,def
Add,360774827,Doris,Randy,Burns,03/29/1999,abc
